"Id","Weekly_Sales"
"32_85_2012-12-07",4682.2
"32_85_2012-12-14",6669.14
"32_85_2012-12-21",7652.26
"32_85_2012-12-28",3908.1
"32_85_2013-01-04",2329.71
"32_85_2013-01-11",1776.44
"32_85_2013-01-18",1568.57
"32_85_2013-01-25",1256.37
"32_85_2013-02-01",1203.21
"32_85_2013-02-08",1194.86
"32_85_2013-02-15",1495.05
"32_85_2013-02-22",1322.03
"32_85_2013-03-01",1609.95
"32_85_2013-03-08",1296.38
"32_85_2013-03-15",1608.75
"32_85_2013-03-22",1745.53
"32_85_2013-03-29",1521.62
"32_85_2013-04-05",1183.27
"32_85_2013-04-12",1274.28
"32_85_2013-04-19",904.97
"32_85_2013-04-26",1917.57
"32_85_2013-05-03",1801.02
"32_85_2013-05-10",2419.93
"32_85_2013-05-17",1970.21
"32_85_2013-05-24",2007.85
"32_85_2013-05-31",1745.65
"32_85_2013-06-07",1375.38
"32_85_2013-06-14",2004.04
"32_85_2013-06-21",1861.81
"32_85_2013-06-28",1559.44
"32_85_2013-07-05",1586.02
"32_85_2013-07-12",1715
"32_85_2013-07-19",1652.08
"32_85_2013-07-26",1384.31
"32_87_2012-11-02",8107.86
"32_87_2012-11-09",8496.62
"32_87_2012-11-16",7650.09
"32_87_2012-11-23",8175.52
"32_87_2012-11-30",7499.78
"32_87_2012-12-07",8099.99
"32_87_2012-12-14",9068.36
"32_87_2012-12-21",11769.91
"32_87_2012-12-28",10335.67
"32_87_2013-01-04",7377.3
"32_87_2013-01-11",8018.45
"32_87_2013-01-18",7532.28
"32_87_2013-01-25",7116.37
"32_87_2013-02-01",6874.27
"32_87_2013-02-08",7722.4
"32_87_2013-02-15",8443.41
"32_87_2013-02-22",8176.96
"32_87_2013-03-01",8086.36
"32_87_2013-03-08",6769.87
"32_87_2013-03-15",6139.73
"32_87_2013-03-22",8861.78
"32_87_2013-03-29",6691.62
"32_87_2013-04-05",6778.94
"32_87_2013-04-12",7003.96
"32_87_2013-04-19",8032.58
"32_87_2013-04-26",6499.72
"32_87_2013-05-03",5921.57
"32_87_2013-05-10",7412.85
"32_87_2013-05-17",8732.21
"32_87_2013-05-24",7746.62
"32_87_2013-05-31",7591.79
"32_87_2013-06-07",8044.58
"32_87_2013-06-14",8762.37
"32_87_2013-06-21",8089.81
"32_87_2013-06-28",8184.67
"32_87_2013-07-05",9331.88
"32_87_2013-07-12",10145.72
"32_87_2013-07-19",8961.34
"32_87_2013-07-26",9102.71
"32_90_2012-11-02",65216.84
"32_90_2012-11-09",63971.45
"32_90_2012-11-16",64254.42
"32_90_2012-11-23",77395.91
"32_90_2012-11-30",62428.71
"32_90_2012-12-07",68323.96
"32_90_2012-12-14",67645.21
"32_90_2012-12-21",80501.6
"32_90_2012-12-28",63112.54
"32_90_2013-01-04",62427.55
"32_90_2013-01-11",64770.82
"32_90_2013-01-18",63729.56
"32_90_2013-01-25",62318.74
"32_90_2013-02-01",70342.7
"32_90_2013-02-08",64714.36
"32_90_2013-02-15",61623.11
"32_90_2013-02-22",61600.22
"32_90_2013-03-01",63821.11
"32_90_2013-03-08",62969.02
"32_90_2013-03-15",61221.25
"32_90_2013-03-22",59725.66
"32_90_2013-03-29",56754.12
"32_90_2013-04-05",60514.98
"32_90_2013-04-12",61546.78
"32_90_2013-04-19",60333.12
"32_90_2013-04-26",58390.54
"32_90_2013-05-03",59310.02
"32_90_2013-05-10",60786.41
"32_90_2013-05-17",58506.35
"32_90_2013-05-24",60667.74
"32_90_2013-05-31",56438.97
"32_90_2013-06-07",59902.65
"32_90_2013-06-14",58246.3
"32_90_2013-06-21",57819.32
"32_90_2013-06-28",56656.57
"32_90_2013-07-05",59073.83
"32_90_2013-07-12",58249.25
"32_90_2013-07-19",58754.02
"32_90_2013-07-26",57502.73
"32_91_2012-11-02",47833.77
"32_91_2012-11-09",48095.56
"32_91_2012-11-16",47364.94
"32_91_2012-11-23",47662.08
"32_91_2012-11-30",44453.81
"32_91_2012-12-07",50111.84
"32_91_2012-12-14",48280.46
"32_91_2012-12-21",51381.05
"32_91_2012-12-28",41556.47
"32_91_2013-01-04",45331.63
"32_91_2013-01-11",50086.06
"32_91_2013-01-18",50218.72
"32_91_2013-01-25",48254.87
"32_91_2013-02-01",55958.79
"32_91_2013-02-08",51578.02
"32_91_2013-02-15",48474.22
"32_91_2013-02-22",47959.92
"32_91_2013-03-01",49066.64
"32_91_2013-03-08",49008.91
"32_91_2013-03-15",47350.14
"32_91_2013-03-22",47420.88
"32_91_2013-03-29",45020.67
"32_91_2013-04-05",44793.29
"32_91_2013-04-12",45518.5
"32_91_2013-04-19",47400.51
"32_91_2013-04-26",46857.14
"32_91_2013-05-03",47725.59
"32_91_2013-05-10",47872.62
"32_91_2013-05-17",46144.17
"32_91_2013-05-24",46496.64
"32_91_2013-05-31",44269.73
"32_91_2013-06-07",48440.55
"32_91_2013-06-14",49086.51
"32_91_2013-06-21",46879.91
"32_91_2013-06-28",46109.59
"32_91_2013-07-05",46401.79
"32_91_2013-07-12",47366.03
"32_91_2013-07-19",46674.89
"32_91_2013-07-26",44942.44
"3_29_2012-11-02",1598.9
"32_9_2012-11-02",12621.85
"3_29_2012-11-09",1790.15
"32_9_2012-11-09",13822.97
"3_29_2012-11-16",1714.27
"32_9_2012-11-16",14331.32
"3_29_2012-11-23",2900.36
"32_9_2012-11-23",22641.91
"3_29_2012-11-30",2132.79
"32_9_2012-11-30",12210.68
"3_29_2012-12-07",2371.23
"32_9_2012-12-07",13699.44
"3_29_2012-12-14",2872.9
"32_9_2012-12-14",16287.67
"3_29_2012-12-21",4375.98
"32_9_2012-12-21",24554.05
"3_29_2012-12-28",2778.17
"32_9_2012-12-28",19234.9
"3_29_2013-01-04",1427.61
"32_9_2013-01-04",13278.49
"3_29_2013-01-11",1094.66
"32_9_2013-01-11",12319.6
"3_29_2013-01-18",1193.53
"32_9_2013-01-18",11601.08
"3_29_2013-01-25",1065.31
"32_9_2013-01-25",12396.64
"3_29_2013-02-01",1443.66
"32_9_2013-02-01",12220.5
"3_29_2013-02-08",1933.72
"32_9_2013-02-08",11302.99
"3_29_2013-02-15",1878.33
"32_9_2013-02-15",11331.2
"3_29_2013-02-22",1416.2
"32_9_2013-02-22",12905.12
"3_29_2013-03-01",1868.84
"32_9_2013-03-01",16043.28
"3_29_2013-03-08",1774.64
"32_9_2013-03-08",15085.2
"3_29_2013-03-15",1559.18
"32_9_2013-03-15",19330.85
"3_29_2013-03-22",1475.31
"32_9_2013-03-22",19771.95
"3_29_2013-03-29",1232.63
"32_9_2013-03-29",20088.28
"3_29_2013-04-05",1199.36
"32_9_2013-04-05",25680.73
"3_29_2013-04-12",1216.94
"32_9_2013-04-12",25505.99
"3_29_2013-04-19",980.09
"32_9_2013-04-19",23740.07
"3_29_2013-04-26",1137.51
"32_9_2013-04-26",25634.35
"3_29_2013-05-03",1505.41
"32_9_2013-05-03",27453.48
"3_29_2013-05-10",1517.49
"32_9_2013-05-10",25286.05
"3_29_2013-05-17",1487.87
"32_9_2013-05-17",29712.33
"3_29_2013-05-24",1175.61
"32_9_2013-05-24",40579.65
"3_29_2013-05-31",1163.26
"32_9_2013-05-31",33050.67
"3_29_2013-06-07",1378.85
"32_9_2013-06-07",39437.48
"3_29_2013-06-14",1387.91
"32_9_2013-06-14",37583.94
"3_29_2013-06-21",1365.96
"32_9_2013-06-21",38223.5
"3_29_2013-06-28",1330.68
"32_9_2013-06-28",34861.62
"3_29_2013-07-05",1422.09
"32_9_2013-07-05",36897.57
"3_29_2013-07-12",1586.11
"32_9_2013-07-12",33277.15
"3_29_2013-07-19",1768.05
"32_9_2013-07-19",33674.97
"3_29_2013-07-26",1552.12
"32_9_2013-07-26",31852.86
"32_92_2012-11-02",116164.62
"32_92_2012-11-09",119203.01
"32_92_2012-11-16",120501.93
"32_92_2012-11-23",147797.75
"32_92_2012-11-30",106254.02
"32_92_2012-12-07",125275.8
"32_92_2012-12-14",129945.29
"32_92_2012-12-21",141280.8
"32_92_2012-12-28",104300.91
"32_92_2013-01-04",105816.94
"32_92_2013-01-11",112789.33
"32_92_2013-01-18",109795.45
"32_92_2013-01-25",106394.78
"32_92_2013-02-01",121169.12
"32_92_2013-02-08",116832.13
"32_92_2013-02-15",111940.47
"32_92_2013-02-22",107856.3
"32_92_2013-03-01",112574.73
"32_92_2013-03-08",113225.08
"32_92_2013-03-15",107002.61
"32_92_2013-03-22",102631.91
"32_92_2013-03-29",96833.38
"32_92_2013-04-05",102030.53
"32_92_2013-04-12",103737.96
"32_92_2013-04-19",102884.4
"32_92_2013-04-26",98188.98
"32_92_2013-05-03",101681.28
"32_92_2013-05-10",103112.98
"32_92_2013-05-17",99311.09
"32_92_2013-05-24",102455.42
"32_92_2013-05-31",95213.84
"32_92_2013-06-07",102935.51
"32_92_2013-06-14",99722.57
"32_92_2013-06-21",95558.08
"32_92_2013-06-28",92675.07
"32_92_2013-07-05",97050.12
"32_92_2013-07-12",98446.66
"32_92_2013-07-19",96577.25
"32_92_2013-07-26",93088.21
"32_93_2012-11-02",33382.98
"32_93_2012-11-09",33057.69
"32_93_2012-11-16",33194.82
"32_93_2012-11-23",38329.09
"32_93_2012-11-30",26736.32
"32_93_2012-12-07",31622.51
"32_93_2012-12-14",31190.93
"32_93_2012-12-21",39512.05
"32_93_2012-12-28",30599.47
"32_93_2013-01-04",30424.37
"32_93_2013-01-11",31979.91
"32_93_2013-01-18",31296.73
"32_93_2013-01-25",30204.75
"32_93_2013-02-01",35493.67
"32_93_2013-02-08",32583.38
"32_93_2013-02-15",29810.14
"32_93_2013-02-22",28845.09
"32_93_2013-03-01",29740.58
"32_93_2013-03-08",31229.5
"32_93_2013-03-15",32171.49
"32_93_2013-03-22",29423.05
"32_93_2013-03-29",28651.09
"32_93_2013-04-05",32002.97
"32_93_2013-04-12",32577.7
"32_93_2013-04-19",29948.86
"32_93_2013-04-26",29044.7
"32_93_2013-05-03",31181.68
"32_93_2013-05-10",32413.62
"32_93_2013-05-17",31071.54
"32_93_2013-05-24",33995.32
"32_93_2013-05-31",34043.17
"32_93_2013-06-07",33865.12
"32_93_2013-06-14",33680.1
"32_93_2013-06-21",31390.66
"32_93_2013-06-28",29193.39
"32_93_2013-07-05",36976.7
"32_93_2013-07-12",32700.98
"32_93_2013-07-19",30356.28
"32_93_2013-07-26",29770.07
"32_94_2012-11-02",46261.67
"32_94_2012-11-09",42365.59
"32_94_2012-11-16",41231.01
"32_94_2012-11-23",50469.7
"32_94_2012-11-30",39521.59
"32_94_2012-12-07",41261.47
"32_94_2012-12-14",42317.13
"32_94_2012-12-21",48611.13
"32_94_2012-12-28",39946.91
"32_94_2013-01-04",42457.8
"32_94_2013-01-11",45129.06
"32_94_2013-01-18",44996.47
"32_94_2013-01-25",45070.32
"32_94_2013-02-01",49113.89
"32_94_2013-02-08",46083.56
"32_94_2013-02-15",53420.87
"32_94_2013-02-22",46506.87
"32_94_2013-03-01",43570.27
"32_94_2013-03-08",44028.85
"32_94_2013-03-15",45951.29
"32_94_2013-03-22",43732.26
"32_94_2013-03-29",42478.01
"32_94_2013-04-05",47886.88
"32_94_2013-04-12",48053.16
"32_94_2013-04-19",45365.15
"32_94_2013-04-26",45302.42
"32_94_2013-05-03",45429.62
"32_94_2013-05-10",48265.97
"32_94_2013-05-17",52653.1
"32_94_2013-05-24",51426.72
"32_94_2013-05-31",49353.26
"32_94_2013-06-07",52347.42
"32_94_2013-06-14",52855.63
"32_94_2013-06-21",53243.07
"32_94_2013-06-28",53166.47
"32_94_2013-07-05",53844.01
"32_94_2013-07-12",50057.28
"32_94_2013-07-19",49974.24
"32_94_2013-07-26",49449.07
"32_95_2012-11-02",77676.85
"32_95_2012-11-09",78065.74
"32_95_2012-11-16",79126.8
"32_95_2012-11-23",80502.09
"32_95_2012-11-30",73307.9
"32_95_2012-12-07",81209.12
"32_95_2012-12-14",82264.14
"32_95_2012-12-21",87418.07
"32_95_2012-12-28",70696.3
"32_95_2013-01-04",74343.95
"32_95_2013-01-11",82013.63
"32_95_2013-01-18",81862.26
"32_95_2013-01-25",79963
"32_95_2013-02-01",86306.04
"32_95_2013-02-08",81429.06
"32_95_2013-02-15",78349.36
"32_95_2013-02-22",78942.77
"32_95_2013-03-01",81505.79
"32_95_2013-03-08",83199.32
"32_95_2013-03-15",84010.48
"32_95_2013-03-22",82460.66
"32_95_2013-03-29",77333.73
"32_95_2013-04-05",78907.55
"32_95_2013-04-12",79838.97
"32_95_2013-04-19",83357.88
"32_95_2013-04-26",84574.68
"32_95_2013-05-03",87081.39
"32_95_2013-05-10",86571.33
"32_95_2013-05-17",85697.27
"32_95_2013-05-24",88623.56
"32_95_2013-05-31",84657
"32_95_2013-06-07",91917.82
"32_95_2013-06-14",92102.2
"32_95_2013-06-21",90272.56
"32_95_2013-06-28",94624.31
"32_95_2013-07-05",90729.82
"32_95_2013-07-12",85715.22
"32_95_2013-07-19",88734.99
"32_95_2013-07-26",85224.54
"32_96_2012-11-02",2261
"32_96_2012-11-09",2095.09
"32_96_2012-11-16",2008.56
"32_96_2012-11-23",2703.99
"32_96_2012-11-30",1698.77
"32_96_2012-12-07",1695.11
"32_96_2012-12-14",1811.14
"32_96_2012-12-21",2281.88
"32_96_2012-12-28",1856.25
"32_96_2013-01-04",1745.61
"32_96_2013-01-11",1982.16
"32_96_2013-01-18",2047.56
"32_96_2013-01-25",2120.05
"32_96_2013-02-01",2286.48
"32_96_2013-02-08",2425.15
"32_96_2013-02-15",2203.26
"32_96_2013-02-22",1919.38
"32_96_2013-03-01",1759.2
"32_96_2013-03-08",1766.37
"32_96_2013-03-15",2120.9
"32_96_2013-03-22",2122.76
"32_96_2013-03-29",1945.54
"32_96_2013-04-05",2143.51
"32_96_2013-04-12",2139.52
"32_96_2013-04-19",2154.58
"32_96_2013-04-26",2202.1
"32_96_2013-05-03",2229.28
"32_96_2013-05-10",2102.28
"32_96_2013-05-17",2570.37
"32_96_2013-05-24",3138.23
"32_96_2013-05-31",3071.68
"32_96_2013-06-07",2751.22
"32_96_2013-06-14",2793.16
"32_96_2013-06-21",3124.12
"32_96_2013-06-28",3732.5
"32_96_2013-07-05",3118.6
"32_96_2013-07-12",2850.47
"32_96_2013-07-19",2619.95
"32_96_2013-07-26",3238.34
"32_97_2012-11-02",17239.31
"32_97_2012-11-09",17205.65
"32_97_2012-11-16",16394.79
"32_97_2012-11-23",15970.59
"32_97_2012-11-30",14861.15
"32_97_2012-12-07",17114.74
"32_97_2012-12-14",16900.38
"32_97_2012-12-21",19214.46
"32_97_2012-12-28",14810.53
"32_97_2013-01-04",15178.92
"32_97_2013-01-11",16437.29
"32_97_2013-01-18",15997.78
"32_97_2013-01-25",15502.32
"32_97_2013-02-01",18329.56
"32_97_2013-02-08",16705.09
"32_97_2013-02-15",15525.96
"32_97_2013-02-22",15663.49
"32_97_2013-03-01",15448
"32_97_2013-03-08",15578.85
"32_97_2013-03-15",15433.1
"32_97_2013-03-22",14762.36
"32_97_2013-03-29",15101.85
"32_97_2013-04-05",15772.43
"32_97_2013-04-12",16004.31
"32_97_2013-04-19",15462.02
"32_97_2013-04-26",15524.01
"32_97_2013-05-03",16118.2
"32_97_2013-05-10",16162.14
"32_97_2013-05-17",16336.69
"32_97_2013-05-24",16571.4
"32_97_2013-05-31",16287.45
"32_97_2013-06-07",18005.03
"32_97_2013-06-14",17400.76
"32_97_2013-06-21",16636.92
"32_97_2013-06-28",16836.25
"32_97_2013-07-05",17570.75
"32_97_2013-07-12",16617.58
"32_97_2013-07-19",16641.4
"32_97_2013-07-26",16072.74
"32_98_2012-11-02",8154.13
"32_98_2012-11-09",7173.19
"32_98_2012-11-16",7877.38
"32_98_2012-11-23",10071.47
"32_98_2012-11-30",6818.9
"32_98_2012-12-07",8668.78
"32_98_2012-12-14",10207.77
"32_98_2012-12-21",11715.28
"32_98_2012-12-28",8165.95
"32_98_2013-01-04",6273.56
"32_98_2013-01-11",6532.2
"32_98_2013-01-18",6841.94
"32_98_2013-01-25",7025.54
"32_98_2013-02-01",7495.12
"32_98_2013-02-08",8254.55
"32_98_2013-02-15",9113.4
"32_98_2013-02-22",7204.45
"32_98_2013-03-01",6709.19
"32_98_2013-03-08",6994.74
"32_98_2013-03-15",7456.01
"32_98_2013-03-22",7255.86
"32_98_2013-03-29",6635.83
"32_98_2013-04-05",7597.93
"32_98_2013-04-12",7644.93
"32_98_2013-04-19",7026.05
"32_98_2013-04-26",6734.06
"32_98_2013-05-03",6519.92
"32_98_2013-05-10",7262.62
"32_98_2013-05-17",7769.87
"32_98_2013-05-24",7413.1
"32_98_2013-05-31",7301.04
"32_98_2013-06-07",6811.16
"32_98_2013-06-14",7283.12
"32_98_2013-06-21",7444.26
"32_98_2013-06-28",7432.48
"32_98_2013-07-05",7792.15
"32_98_2013-07-12",7204.72
"32_98_2013-07-19",6902.77
"32_98_2013-07-26",6581.4
"32_99_2012-11-02",0
"32_99_2012-11-09",21.13
"32_99_2012-11-16",8.19
"32_99_2012-11-23",2975.88
"32_99_2012-11-30",0
"32_99_2012-12-07",608.83
"32_99_2012-12-14",3380.23
"32_99_2012-12-21",3753.34
"32_99_2012-12-28",1079.84
"32_99_2013-02-01",145.87
"32_99_2013-02-08",1294.08
"32_99_2013-02-15",854
"32_99_2013-04-05",0
"32_99_2013-04-12",0
"32_99_2013-04-19",0
"32_99_2013-04-26",0
"32_99_2013-05-03",353.85
"32_99_2013-05-10",141.74
"32_99_2013-05-17",14.02
"32_99_2013-05-24",0
"32_99_2013-05-31",0
"32_99_2013-06-14",85.2
"32_99_2013-06-21",22.29
"32_99_2013-07-05",0
"32_99_2013-07-19",0
"32_99_2013-07-26",0
"3_30_2012-11-02",1146.83
"3_30_2012-11-09",981.74
"3_30_2012-11-16",949.54
"3_30_2012-11-23",1218.05
"3_30_2012-11-30",1039.76
"3_30_2012-12-07",1115.04
"3_30_2012-12-14",1072.97
"3_30_2012-12-21",1067.37
"3_30_2012-12-28",899.95
"3_30_2013-01-04",981.16
"3_30_2013-01-11",1155.24
"3_30_2013-01-18",1211.88
"3_30_2013-01-25",981.06
"3_30_2013-02-01",1316.39
"3_30_2013-02-08",1426.52
"3_30_2013-02-15",1204.45
"3_30_2013-02-22",1301.75
"3_30_2013-03-01",2253.03
"3_30_2013-03-08",2275.49
"3_30_2013-03-15",1947.47
"3_30_2013-03-22",2115.43
"3_30_2013-03-29",1938.74
"3_30_2013-04-05",1520.4
"3_30_2013-04-12",1573.15
"3_30_2013-04-19",1419.93
"3_30_2013-04-26",1427.3
"3_30_2013-05-03",1521
"3_30_2013-05-10",1330.9
"3_30_2013-05-17",1451.42
"3_30_2013-05-24",1594.87
"3_30_2013-05-31",1656.94
"3_30_2013-06-07",1503.42
"3_30_2013-06-14",1367.71
"3_30_2013-06-21",1303.49
"3_30_2013-06-28",1365.55
"3_30_2013-07-05",1674.37
"3_30_2013-07-12",1127.53
"3_30_2013-07-19",1459.36
"3_30_2013-07-26",1358.23
"33_10_2012-11-02",58.69
"33_10_2012-11-09",81.29
"33_10_2012-11-16",107.99
"33_10_2012-11-23",89.19
"33_10_2012-11-30",108.68
"33_10_2012-12-07",89.32
"33_10_2012-12-14",70.81
"33_10_2012-12-21",78.97
"33_10_2012-12-28",53.29
"33_10_2013-01-04",67.62
"33_10_2013-01-11",61.43
"33_10_2013-01-18",63.45
"33_10_2013-01-25",65.45
"33_10_2013-02-01",65.42
"33_10_2013-02-08",72.53
"33_10_2013-02-15",64.32
"33_10_2013-02-22",86.73
"33_10_2013-03-01",99.94
"33_10_2013-03-08",123.33
"33_10_2013-03-15",84.55
"33_10_2013-03-22",103.85
"33_10_2013-03-29",118.03
"33_10_2013-04-05",166.03
"33_10_2013-04-12",149.41
"33_10_2013-04-19",161.51
"33_10_2013-04-26",135.03
"33_10_2013-05-03",107.56
"33_10_2013-05-10",135.89
"33_10_2013-05-17",112.51
"33_10_2013-05-24",153.97
"33_10_2013-05-31",113.39
"33_10_2013-06-07",128.51
"33_10_2013-06-14",152.71
"33_10_2013-06-21",173.84
"33_10_2013-06-28",123.24
"33_10_2013-07-05",142.35
"33_10_2013-07-12",165.48
"33_10_2013-07-19",151.27
"33_10_2013-07-26",212.66
"33_11_2012-11-02",153.9
"33_11_2012-11-09",145.69
"33_11_2012-11-16",71.29
"33_11_2012-11-23",115.46
"33_11_2012-11-30",171.97
"33_11_2012-12-07",231.96
"33_11_2012-12-14",174.92
"33_11_2012-12-21",143.34
"33_11_2012-12-28",175.81
"33_11_2013-01-04",219.42
"33_11_2013-01-11",160.45
"33_11_2013-01-18",132.97
"33_11_2013-01-25",158.3
"33_11_2013-02-01",156.22
"33_11_2013-02-08",193.67
"33_11_2013-02-15",157.12
"33_11_2013-02-22",122.6
"33_11_2013-03-01",135.72
"33_11_2013-03-08",151.88
"33_11_2013-03-15",145.75
"33_11_2013-03-22",93.09
"33_11_2013-03-29",147.66
"33_11_2013-04-05",171.35
"33_11_2013-04-12",172.82
"33_11_2013-04-19",192.97
"33_11_2013-04-26",282.78
"33_11_2013-05-03",246.33
"33_11_2013-05-10",173.58
"33_11_2013-05-17",195.71
"33_11_2013-05-24",256.14
"33_11_2013-05-31",163.31
"33_11_2013-06-07",235.81
"33_11_2013-06-14",217.58
"33_11_2013-06-21",242.68
"33_11_2013-06-28",179.17
"33_11_2013-07-05",222.38
"33_11_2013-07-12",311.82
"33_11_2013-07-19",223.23
"33_11_2013-07-26",224.15
"3_31_2012-11-02",829.14
"33_1_2012-11-02",5477.22
"3_31_2012-11-09",864.44
"33_1_2012-11-09",3641.28
"3_31_2012-11-16",680.87
"33_1_2012-11-16",2313.44
"3_31_2012-11-23",576.64
"33_1_2012-11-23",2308.06
"3_31_2012-11-30",1014.71
"33_1_2012-11-30",2581.73
"3_31_2012-12-07",1269.97
"33_1_2012-12-07",3076.55
"3_31_2012-12-14",1583.3
"33_1_2012-12-14",3565.94
"3_31_2012-12-21",1691.89
"33_1_2012-12-21",4199.18
"3_31_2012-12-28",1307.61
"33_1_2012-12-28",3636.07
"3_31_2013-01-04",912.12
"33_1_2013-01-04",3019.99
"3_31_2013-01-11",732.36
"33_1_2013-01-11",2834.33
"3_31_2013-01-18",731.92
"33_1_2013-01-18",2812.44
"3_31_2013-01-25",637.25
"33_1_2013-01-25",2697.67
"3_31_2013-02-01",654.23
"33_1_2013-02-01",3144.23
"3_31_2013-02-08",794.8
"33_1_2013-02-08",3755.61
"3_31_2013-02-15",1289.93
"33_1_2013-02-15",6094.05
"3_31_2013-02-22",1119.4
"33_1_2013-02-22",3861.72
"3_31_2013-03-01",955.44
"33_1_2013-03-01",2905.87
"3_31_2013-03-08",716.13
"33_1_2013-03-08",3330.51
"3_31_2013-03-15",657.09
"33_1_2013-03-15",3046.9
"3_31_2013-03-22",564.74
"33_1_2013-03-22",3065.97
"3_31_2013-03-29",591.55
"33_1_2013-03-29",3014.12
"3_31_2013-04-05",513.08
"33_1_2013-04-05",5128.6
"3_31_2013-04-12",536.6
"33_1_2013-04-12",5130.42
"3_31_2013-04-19",460.56
"33_1_2013-04-19",3168.27
"3_31_2013-04-26",515.81
"33_1_2013-04-26",2525.9
"3_31_2013-05-03",735.01
"33_1_2013-05-03",2730.81
"3_31_2013-05-10",822.95
"33_1_2013-05-10",2920.75
"3_31_2013-05-17",797.01
"33_1_2013-05-17",2907.85
"3_31_2013-05-24",620.57
"33_1_2013-05-24",2924.93
"3_31_2013-05-31",655.46
"33_1_2013-05-31",2583.25
"3_31_2013-06-07",664.8
"33_1_2013-06-07",2463.4
"3_31_2013-06-14",597.28
"33_1_2013-06-14",2492.47
"3_31_2013-06-21",577.99
"33_1_2013-06-21",2508.53
"3_31_2013-06-28",626.77
"33_1_2013-06-28",2214.77
"3_31_2013-07-05",841.57
"33_1_2013-07-05",2641.62
"3_31_2013-07-12",1235.59
"33_1_2013-07-12",2444.8
"3_31_2013-07-19",1183.06
"33_1_2013-07-19",2394.89
"3_31_2013-07-26",1251.24
"33_1_2013-07-26",2239.04
"33_12_2012-11-02",18.35
"33_12_2012-11-09",31.59
"33_12_2012-11-16",19.35
"33_12_2012-11-23",30.17
"33_12_2012-11-30",28.91
"33_12_2012-12-07",15.26
"33_12_2012-12-14",7.12
"33_12_2012-12-21",24.4
"33_12_2012-12-28",28.45
"33_12_2013-01-04",15.23
"33_12_2013-01-11",18.28
"33_12_2013-01-18",17.25
"33_12_2013-01-25",12.18
"33_12_2013-02-01",27.39
"33_12_2013-02-08",21.29
"33_12_2013-02-15",20.28
"33_12_2013-02-22",15.2
"33_12_2013-03-01",29.38
"33_12_2013-03-08",14.17
"33_12_2013-03-15",14.17
"33_12_2013-03-22",17.2
"33_12_2013-03-29",15.17
"33_12_2013-04-05",32.43
"33_12_2013-04-12",35.37
"33_12_2013-04-19",16.16
"33_12_2013-04-26",32.32
"33_12_2013-05-03",38.36
"33_12_2013-05-10",34.32
"33_12_2013-05-17",23.2
"33_12_2013-05-24",37.32
"33_12_2013-05-31",49.4
"33_12_2013-06-07",22.17
"33_12_2013-06-14",9.07
"33_12_2013-06-21",29.2
"33_12_2013-06-28",22.14
"33_12_2013-07-05",22.13
"33_12_2013-07-12",32.19
"33_12_2013-07-19",24.13
"33_12_2013-07-26",21.1
"33_13_2012-11-02",6778.7
"33_13_2012-11-09",8056.89
"33_13_2012-11-16",7622.12
"33_13_2012-11-23",6983.52
"33_13_2012-11-30",6556.39
"33_13_2012-12-07",6831.42
"33_13_2012-12-14",6961.13
"33_13_2012-12-21",7270.68
"33_13_2012-12-28",7067.83
"33_13_2013-01-04",7705.22
"33_13_2013-01-11",7778.57
"33_13_2013-01-18",7341.26
"33_13_2013-01-25",7394.39
"33_13_2013-02-01",7268.94
"33_13_2013-02-08",7716.5
"33_13_2013-02-15",7663
"33_13_2013-02-22",7532.53
"33_13_2013-03-01",7890.35
"33_13_2013-03-08",8797.73
"33_13_2013-03-15",8171.03
"33_13_2013-03-22",7780.53
"33_13_2013-03-29",7592.59
"33_13_2013-04-05",8394.7
"33_13_2013-04-12",8226.8
"33_13_2013-04-19",7916.66
"33_13_2013-04-26",7336.08
"33_13_2013-05-03",7451.52
"33_13_2013-05-10",7746.5
"33_13_2013-05-17",7833.46
"33_13_2013-05-24",7191.24
"33_13_2013-05-31",7474.91
"33_13_2013-06-07",8201.75
"33_13_2013-06-14",7830.06
"33_13_2013-06-21",7603.65
"33_13_2013-06-28",6863.04
"33_13_2013-07-05",7665.51
"33_13_2013-07-12",7755.25
"33_13_2013-07-19",7267.76
"33_13_2013-07-26",7076.14
"33_14_2012-11-02",658.76
"33_14_2012-11-09",877.35
"33_14_2012-11-16",1034.05
"33_14_2012-11-23",2277.26
"33_14_2012-11-30",746.35
"33_14_2012-12-07",862.83
"33_14_2012-12-14",908.2
"33_14_2012-12-21",1432.33
"33_14_2012-12-28",1405.47
"33_14_2013-01-04",978.61
"33_14_2013-01-11",857.94
"33_14_2013-01-18",853.83
"33_14_2013-01-25",822.5
"33_14_2013-02-01",824.71
"33_14_2013-02-08",821.69
"33_14_2013-02-15",915.66
"33_14_2013-02-22",887.53
"33_14_2013-03-01",834.5
"33_14_2013-03-08",1183.82
"33_14_2013-03-15",947.85
"33_14_2013-03-22",1029.73
"33_14_2013-03-29",788.25
"33_14_2013-04-05",1102.52
"33_14_2013-04-12",1090.3
"33_14_2013-04-19",919.78
"33_14_2013-04-26",645.48
"33_14_2013-05-03",744.66
"33_14_2013-05-10",1014.38
"33_14_2013-05-17",844.71
"33_14_2013-05-24",886.85
"33_14_2013-05-31",849.96
"33_14_2013-06-07",790.63
"33_14_2013-06-14",788.7
"33_14_2013-06-21",734.68
"33_14_2013-06-28",496.03
